AGE,HOMEOWNER,HIT,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,AVGGIFT,CONTROLN,HPHONE_D,CLUSTER2,CHILDREN,GIFTAMNT
67,N,0,43,45,29,10,6,3,16,9702,42,6,15,7,4,10,9309,32,9601,32,23.57142857,171143,0,20,0,5
55,Y,1,41,25,46,18,2,10,19,9702,45,6,15,10,4,3,9301,10,9512,10,6.8,170402,1,59,0,10
69,Y,10,29,25,38,5,11,7,21,9702,49,6,13,13,8,3,9202,7,9504,5,5.076923077,115398,0,59,0,5
86,N,3,28,30,17,9,15,1,34,9702,81,6,13,19,14,3,8804,30,9511,30,13.10526316,72851,1,36,0,35
55,Y,16,37,49,19,9,7,2,29,9702,72,6,14,24,11,1,8805,10,9404,5,5.083333333,86420,0,17,0,7
54,Y,0,23,47,0,5,5,4,11,9702,24,6,13,2,0,10,9503,25,9511,25,17.5,19641,0,22,0,30
60,N,0,22,0,14,10,0,0,16,9702,43,3,8,20,11,2,9108,7,9602,5,3.15,60265,0,47,0,5
75,N,0,38,19,74,7,0,28,16,9702,38,6,13,7,4,5,9403,20,9510,15,11,132031,1,4,0,23
68,N,1,27,19,37,4,1,1,15,9702,37,6,14,9,5,5,9406,12,9508,12,8,64872,1,4,0,10
42,Y,6,51,11,40,4,0,2,16,9702,37,6,12,5,2,5,9311,17,9509,17,12.4,121759,1,11,0,20
68,Y,0,22,16,35,19,5,3,18,9702,47,5,11,5,1,5,9102,17,9512,17,11.4,143565,0,9,2,17
39,Y,1,32,43,32,3,9,3,16,9702,43,6,13,7,4,3,9202,10,9512,10,6.285714286,120041,1,59,4,8
57,Y,3,32,16,42,6,7,0,17,9702,40,6,12,5,2,3,9209,15,9412,15,8.6,82636,1,13,0,15
34,Y,0,34,42,17,5,1,1,10,9702,23,6,13,3,1,5,9502,25,9509,15,15,81945,0,4,0,20
51,Y,1,35,45,27,5,4,1,32,9702,74,6,14,16,8,4,8707,25,9512,25,10.375,110539,1,58,0,20
63,Y,0,31,36,14,4,0,3,30,9702,74,5,10,17,14,3,8706,20,9310,10,9.764705882,34909,1,37,0,20
87,Y,10,42,0,96,0,10,0,33,9702,71,5,11,19,12,5,8803,15,9112,11,10.10526316,137276,1,13,0,11
78,N,2,37,29,44,14,5,8,32,9702,71,5,10,13,8,10,8905,17,9504,17,13,133256,1,11,0,10
78,Y,0,27,22,43,10,4,6,17,9702,39,6,11,9,6,5,9507,10,9504,6,5.888888889,132304,0,37,0,10
69,Y,4,34,24,51,2,0,0,19,9702,48,4,9,7,2,3,9009,15,9504,15,6.142857143,18694,1,50,0,5
67,Y,19,36,25,56,12,4,3,22,9702,57,4,8,18,9,5,9407,25,8912,20,14,179776,0,10,0,10
69,Y,33,30,44,12,5,0,0,7,9702,15,5,10,2,2,10,9509,15,9603,15,12.5,148213,0,2,0,14
59,Y,0,25,32,30,9,19,4,30,9702,71,6,13,11,9,5,9203,52,9001,20,14.81818182,140135,0,58,0,20
90,Y,2,0,0,0,0,0,0,16,9702,41,7,19,11,6,3,9609,7,9504,5,5.363636364,185901,1,37,0,10
83,Y,0,18,29,33,4,6,4,23,9702,58,6,13,16,8,5,9603,10,9103,5,5.4375,93894,1,31,0,11
86,Y,0,31,32,39,8,7,2,10,9702,25,6,14,4,4,5,9501,10,9602,10,7.5,125181,1,18,0,8
64,Y,27,35,29,28,4,2,1,14,9702,35,6,13,7,3,5,9510,10,9510,6,6.142857143,70195,1,26,0,6
52,N,3,36,27,53,0,0,10,9,9702,20,6,12,3,1,5,9506,11,9512,11,7.666666667,95151,1,60,1,7
62,Y,10,27,9,56,6,4,0,21,9702,56,6,13,9,6,3,9002,16,9512,16,9.888888889,119538,1,48,0,16
39,N,0,25,73,15,5,3,4,30,9702,86,6,19,16,10,3,8709,11,9406,8,6.0625,10712,1,2,0,5
74,Y,1,29,16,44,16,0,8,13,9702,31,6,12,3,1,5,9401,19,9512,19,10.33333333,142564,1,7,0,38
88,Y,2,47,30,63,5,0,8,30,9702,80,7,21,15,12,5,8811,17,9510,15,13.06666667,186251,1,4,0,17
70,Y,0,31,58,15,6,3,2,32,9702,71,6,13,21,11,3,9312,10,9304,7,5.952380952,159130,0,12,1,6
44,Y,1,34,17,20,6,4,3,10,9702,25,6,14,6,3,3,9502,10,9510,10,7.333333333,51469,1,33,0,10
70,Y,2,30,25,17,4,6,2,20,9702,46,6,13,10,4,3,9209,11,9512,11,7.6,97315,1,50,0,14
50,N,0,24,30,24,13,2,2,24,9702,69,5,11,13,7,5,8910,18,9506,18,12.61538462,90680,0,1,0,24
59,Y,1,47,26,59,6,2,1,27,9702,63,6,13,16,6,2,8804,10,9601,10,4.625,44406,1,13,0,10
75,N,0,36,56,36,5,2,2,29,9702,63,6,13,17,9,2,9112,12,9512,12,4.941176471,182895,0,35,0,10
80,Y,2,53,12,70,7,2,2,17,9702,48,6,15,5,2,5,9206,20,9511,20,9.4,44351,1,13,0,35
70,Y,6,13,28,53,3,7,1,13,9702,38,6,24,5,1,10,9412,15,9512,15,13.2,14276,1,28,0,15
50,N,0,12,44,22,2,3,6,32,9702,76,5,13,41,18,3,9411,17,9409,11,10.41463415,150404,1,20,0,10
78,N,1,42,39,28,10,6,3,23,9702,58,6,13,6,4,5,9001,23,9512,23,15.33333333,181462,0,38,0,23
76,Y,0,0,0,0,0,0,0,30,9702,57,4,7,34,21,1.5,8812,15,9512,5,3.367647059,113812,0,52,0,20
46,Y,5,37,30,28,7,2,3,6,9702,15,4,10,1,0,15,9511,15,9511,15,15,129653,1,5,0,15
63,N,0,28,50,15,8,3,6,20,9702,45,2,9,16,14,5,8802,15,9407,15,11.125,186731,0,45,0,15
86,N,0,32,21,26,9,1,0,29,9702,71,6,16,10,4,5,8906,25,9511,20,14.4,78831,0,3,0,3
78,Y,1,38,15,55,5,2,4,18,9702,46,6,13,7,3,5,9206,15,9601,10,8.285714286,104755,1,2,0,16
59,Y,6,18,43,24,6,19,4,17,9702,38,6,13,4,3,25,9512,25,9310,25,25,17791,1,12,0,25
52,Y,3,36,25,30,6,1,5,36,9702,81,6,14,29,20,3,8710,50,9501,11,8.931034483,26289,1,11,0,10
37,Y,15,42,21,45,0,5,12,31,9702,99,6,23,18,11,5,8801,17,9602,10,10.61111111,5172,1,62,1,10
71,Y,12,24,39,22,12,0,3,19,9702,47,4,8,29,16,0.5,8907,5,9512,2,2.637931035,169323,1,34,0,3
40,Y,11,32,34,39,8,22,2,19,9702,47,6,13,11,7,3,9209,13,9508,7,6.545454546,97015,1,5,1,4
50,Y,5,38,21,46,5,7,2,29,9702,72,6,12,17,7,3,9210,12,9412,5,6.588235294,41434,0,20,0,5
44,N,1,29,33,26,10,2,4,19,9702,47,6,13,12,8,10,9503,15,9408,15,12.33333333,39659,0,49,0,20
69,N,1,44,15,39,9,5,0,13,9702,30,6,13,4,1,10,9512,10,9312,10,10,66830,1,15,0,10
50,Y,2,43,27,54,12,9,3,6,9702,14,5,12,1,1,25,9602,25,9602,25,25,49439,1,19,0,25
78,N,0,37,28,28,11,8,1,26,9702,62,4,10,18,12,2,9005,7,9501,3,3.444444444,96080,0,53,0,5
64,Y,1,29,32,37,6,1,3,31,9702,75,8,22,25,12,5,9009,12,9412,10,8.64,186272,1,7,0,10
52,Y,0,22,10,63,5,0,2,23,9702,55,6,13,12,7,5,9201,14,9409,10,11.25,94757,0,7,0,12
67,Y,6,55,20,25,17,2,0,23,9702,60,6,13,11,6,3,9002,15,9404,13,10,68022,0,30,0,15
36,Y,11,26,43,23,6,1,1,33,9702,80,6,14,35,21,0.07,8906,60,9510,60,8.887714286,148153,0,12,0,11
56,Y,0,30,28,33,6,10,4,17,9702,40,6,11,5,4,5,9302,15,9506,15,9.4,115346,0,58,0,25
73,N,0,25,32,5,4,1,3,31,9702,83,6,16,12,7,3,8805,18,9601,18,9.666666667,10384,0,9,0,10
40,N,0,27,29,47,5,3,2,17,9702,41,4,7,6,4,3,9104,20,9509,20,12.16666667,105984,0,3,1,10
69,Y,1,36,57,47,20,12,2,10,9702,24,6,14,4,2,5,9503,11,9507,11,8.5,22942,1,32,0,9
77,N,2,63,7,91,0,0,0,15,9702,35,6,13,7,6,5,9702,12,9408,5,9.714285714,188986,1,13,0,9
55,Y,13,15,33,21,5,2,4,9,9702,21,6,12,2,2,5,9506,20,9602,20,12.5,162606,1,21,0,9
38,Y,0,24,27,39,6,6,1,6,9702,18,5,16,2,1,6,9603,53,9602,6,29.5,54708,1,60,0,20
82,Y,14,28,35,26,8,1,1,30,9702,72,5,12,18,10,1,8704,10,9103,10,6.722222222,72416,1,38,0,5
64,Y,0,29,27,48,6,6,1,6,9702,15,5,13,1,1,20,9602,20,9602,20,20,103872,0,57,0,20
82,Y,0,23,22,35,6,3,0,18,9702,43,6,12,11,3,3,9403,5,9304,5,4.272727273,147636,1,21,0,11
76,Y,0,41,24,41,12,4,3,30,9702,75,5,12,21,14,1,9003,25,9111,14,11.95238095,161129,0,42,0,20
40,Y,6,13,31,36,7,5,3,25,9702,60,6,13,10,5,5,8804,25,9412,20,14.5,168370,0,8,1,15
44,Y,1,26,34,31,12,1,1,24,9702,55,6,15,15,6,3,9411,11,9509,9,5.533333333,168823,0,21,0,8
62,Y,0,49,55,32,8,7,6,21,9702,50,6,12,10,7,3,9101,12,9511,12,8.3,182243,0,19,0,10
32,Y,0,30,46,5,7,2,4,12,9702,31,4,10,3,3,5,9311,15,9511,15,10,152822,0,18,0,20
66,N,1,29,17,40,4,1,1,14,9702,31,6,13,11,5,3,9601,5,9411,3,3.545454546,104467,1,48,0,3
76,Y,14,31,48,23,15,5,5,31,9702,74,5,12,16,7,3,8712,12,9412,12,8,27484,1,15,0,10
56,Y,0,11,0,0,14,3,2,22,9702,53,6,13,14,2,5,9303,8,9412,6,6.214285714,126091,0,50,2,6
37,N,0,59,46,39,13,0,6,9,9702,24,4,10,2,1,13,9409,20,9511,20,16.5,176863,0,62,0,20
30,Y,0,34,37,34,8,7,2,5,9702,14,3,8,1,1,20,9507,20,9507,20,20,160275,0,34,0,5
72,N,0,34,17,53,6,2,1,24,9702,56,6,13,8,6,5,9004,12,9601,12,9.375,135230,0,18,0,12
52,Y,0,24,37,24,14,2,13,31,9702,72,6,15,10,2,5,8907,15,9511,15,9.7,4243,0,47,0,20
68,Y,0,19,0,79,9,3,10,20,9702,47,6,13,9,4,3,9001,30,9512,30,11.77777778,184050,0,26,0,25
58,N,0,23,43,17,5,10,1,29,9702,70,6,13,13,9,3,8704,10,9409,10,6.846153846,108724,0,54,0,12
57,N,12,35,26,48,3,3,5,17,9702,41,6,12,9,5,5,9312,10,9504,10,7.666666667,189438,1,10,0,9
48,Y,0,12,48,26,6,13,0,16,9702,41,6,13,5,2,5,9302,25,9510,25,16.4,179563,0,22,0,23
74,Y,1,22,39,23,11,6,1,7,9702,16,5,11,1,1,25,9510,25,9510,25,25,161492,0,3,0,16
41,N,0,18,73,10,4,20,3,15,9702,37,5,11,4,1,10,9304,15,9501,15,12.5,79717,1,18,0,15
72,Y,1,45,16,52,10,4,1,20,9702,48,6,14,11,8,5,9412,10,9410,10,7.272727273,174974,1,59,0,10
52,Y,0,31,32,34,4,13,1,20,9702,41,5,8,10,6,3,9104,17,9412,16,10.7,24949,0,39,0,16
56,N,0,24,35,30,6,8,1,9,9702,24,6,13,4,1,5,9410,25,9512,25,11,16907,1,34,0,25
64,N,2,25,44,19,6,3,4,22,9702,58,5,11,15,9,2,9202,15,9412,11,8.066666667,27535,1,33,0,11
84,Y,22,28,9,43,7,3,3,11,9702,30,4,7,11,4,2,9512,7,9509,3,3.727272727,66303,1,8,0,2
43,Y,17,40,0,63,5,12,0,29,9702,68,6,12,14,7,4,8904,11,9304,10,6.928571429,15651,0,11,0,10
66,N,0,49,41,15,9,5,10,29,9702,70,6,15,17,12,2,8711,17,9512,9,6.352941177,36081,0,16,0,17
58,Y,0,28,35,20,9,1,1,36,9702,127,9,31,41,18,5,9011,21,9608,18,12.14634146,4693,1,11,0,18
36,Y,0,45,30,12,2,6,4,27,9702,70,6,13,25,13,4,9407,21,9306,10,13.24,182279,0,50,2,20
56,N,0,20,39,18,3,4,1,20,9702,52,6,13,7,5,5,9012,25,9510,25,15.28571429,37698,1,27,0,32
60,Y,2,46,22,60,4,4,3,6,9702,15,3,7,1,1,20,9506,20,9506,20,20,53448,1,19,0,20
41,N,0,15,32,42,7,26,0,5,9702,14,3,8,1,0,15,9508,15,9508,15,15,64400,1,33,0,21
42,N,0,0,0,0,0,0,0,25,9702,60,6,14,8,5,5,8801,20,9412,20,13.25,188778,0,59,0,20
56,Y,0,36,48,28,12,9,3,15,9702,41,6,12,5,3,5,9512,20,9204,5,10,154745,0,38,0,5
84,Y,2,34,35,30,11,5,4,34,9702,101,6,15,22,15,5,8710,17,9301,14,11.68181818,9348,1,16,0,10
84,N,5,25,25,0,0,0,2,20,9702,47,6,13,7,4,5,9212,20,9512,20,11.28571429,67342,1,21,0,30
60,N,0,30,18,80,7,6,4,21,9702,55,4,11,9,3,3,8910,15,9512,15,8,156770,0,22,0,15
41,Y,0,25,48,7,5,3,2,41,9702,102,11,29,21,9,5,9304,27,9510,18,10.66666667,1357,0,21,0,15
92,Y,36,33,29,42,15,3,2,9,9702,20,6,12,2,2,15,9506,21,9601,21,18,167799,1,32,0,20
53,Y,0,14,20,34,2,0,0,35,9702,82,6,14,19,12,7,8704,18,9411,15,12.63157895,8276,0,12,1,15
49,Y,1,30,41,26,3,3,3,26,9702,62,4,10,8,6,10,9011,20,8812,20,14,18609,1,16,0,10
46,N,0,32,19,54,11,3,2,21,9702,65,6,16,8,3,5,9001,20,9312,12,10.5,14406,1,1,0,15
77,Y,1,51,24,54,6,9,6,5,9702,11,4,10,1,1,15,9511,15,9511,15,15,25277,0,16,0,17
44,N,0,32,25,45,5,7,1,8,9702,19,4,8,7,2,5,9603,10,9511,5,5.714285714,103920,0,62,0,5
78,Y,23,45,25,45,1,3,1,13,9702,35,4,10,4,2,5,9205,15,9602,15,11,19510,1,11,0,12.5
81,Y,7,36,15,55,4,2,0,24,9702,64,4,11,13,9,5,9103,20,9512,20,11.84615385,35267,1,13,0,17
77,Y,1,21,37,51,1,0,6,22,9702,67,6,14,10,7,2,9105,15,9506,15,6.4,14790,1,7,0,15
68,Y,31,34,37,28,3,8,1,15,9702,37,4,6,7,5,5,9506,12,9503,10,8.428571429,80800,1,39,0,8
82,Y,0,29,16,81,6,2,2,17,9702,52,8,21,22,12,3,9701,5,9509,3,3.181818182,2889,1,57,0,3
77,N,0,40,18,53,5,4,2,22,9702,54,6,14,15,6,5,9201,11,9410,8,7.933333333,137548,1,13,0,9
50,Y,8,13,37,8,5,2,5,10,9702,22,6,12,3,1,5,9503,15,9601,15,9.666666667,26045,1,33,2,14
46,Y,0,41,29,34,3,3,3,20,9702,43,6,12,9,4,3,9301,31,9511,28,17.88888889,97774,0,53,0,25
51,N,4,35,19,39,7,1,1,14,9702,45,5,16,11,8,1,9204,14,9601,10,7.363636364,185925,1,13,0,10
83,N,0,31,39,28,10,23,1,33,9702,78,5,12,20,13,4,8805,15,9412,14,8.45,190730,0,59,0,14
66,Y,2,34,38,32,14,6,5,11,9702,24,6,12,4,2,6,9511,10,9412,10,9,120800,1,48,0,10
43,N,0,22,52,17,5,3,9,11,9702,27,6,13,4,3,5,9411,20,9505,20,16.25,165033,0,2,0,10
96,Y,10,17,21,56,4,5,0,10,9702,25,4,10,2,0,10,9410,20,9505,20,15,142487,0,1,0,20
33,Y,1,53,12,70,7,2,2,5,9702,13,4,10,1,1,15,9601,15,9601,15,15,44336,1,13,1,15
61,N,0,12,0,99,0,0,12,30,9702,70,6,16,12,6,5,9012,14,9601,6,8.333333333,93500,0,13,0,10
82,Y,11,40,20,71,0,0,0,26,9702,71,6,16,20,11,3,9001,20,9401,15,11.1,36395,0,13,0,15
50,Y,9,18,39,18,4,0,4,28,9702,69,6,14,13,8,10,9402,25,9512,25,14.38461539,89863,1,3,0,23
91,N,0,32,35,41,16,25,1,22,9702,59,6,13,8,3,3,9009,15,9312,10,9.75,171738,0,7,0,12
74,N,3,40,29,43,6,2,2,10,9702,24,6,13,3,0,5,9411,30,9512,30,15,34600,1,23,0,25
67,Y,9,30,49,15,12,5,8,9,9702,21,6,12,3,1,5,9506,11,9511,7,7.666666667,171383,1,12,0,7
67,Y,9,25,35,35,6,4,0,25,9702,66,4,9,9,7,5,8810,17,9504,17,12.66666667,157672,1,12,0,10
69,Y,0,37,18,64,13,10,1,35,9702,87,5,12,63,29,1,9510,5,8703,2,3.222222222,4026,0,13,0,2
34,Y,8,21,27,28,5,1,0,16,9702,47,6,13,5,2,10,9109,20,9601,20,14.4,73238,1,12,0,20
52,Y,6,30,14,61,9,2,1,21,9702,56,5,12,17,12,2,9601,6,9509,2,3.117647059,38519,1,27,0,2
61,Y,13,30,24,39,4,3,2,7,9702,17,5,12,1,1,25,9601,25,9601,25,25,64906,0,23,0,50
73,N,14,18,10,56,5,10,2,15,9702,36,6,14,8,4,5,9512,5,9309,5,5,24172,0,54,0,5
72,Y,6,36,29,43,1,1,5,25,9702,90,7,30,18,8,5,9103,15,9304,15,12.61111111,11011,1,28,0,20
46,Y,0,24,52,8,6,2,4,21,9702,49,6,12,7,4,10,9210,19,9509,19,15.28571429,129766,0,5,0,20
46,Y,0,26,49,16,8,6,2,10,9702,24,4,9,2,0,15,9407,20,9504,20,17.5,41445,0,19,2,35
34,Y,7,34,28,33,1,0,2,12,9702,28,6,12,5,3,3,9209,11,9511,10,6.8,128642,1,38,2,10
75,Y,0,47,28,39,0,2,14,16,9702,64,5,31,11,6,5,9301,100,9511,100,31.81818182,14556,0,13,0,50
64,Y,0,54,30,43,12,3,3,27,9702,67,4,8,25,13,2,9309,10,8902,10,6.96,169044,0,59,0,15
82,N,0,41,7,75,1,2,2,12,9702,35,6,13,3,1,50,9506,50,9305,50,50,1549,0,2,0,50
55,Y,1,28,43,28,5,2,1,23,9702,60,6,13,8,4,10,9104,30,9601,30,17.625,19779,1,5,0,15
34,N,0,50,19,56,9,4,3,25,9702,63,6,16,12,7,2,9103,10,8810,10,6.25,182490,0,.,0,10
76,Y,0,43,19,52,5,3,3,34,9702,80,6,13,16,12,5,8907,30,9507,25,14.625,136607,0,13,0,32
77,Y,0,34,33,46,4,1,1,23,9702,58,6,13,10,7,5,8910,20,9506,10,12.2,139074,1,59,0,20
66,N,0,25,29,31,8,1,2,14,9702,33,5,11,4,2,5,9401,15,9412,15,11.5,167538,0,34,0,15
73,Y,12,11,20,38,1,2,0,13,9702,32,4,7,4,2,20,9404,40,9602,40,28.75,121235,1,8,0,50
79,N,11,36,37,43,8,18,1,14,9702,48,7,29,9,3,10,9409,20,9511,18,15.77777778,3504,0,22,0,17
89,Y,0,20,31,42,4,4,1,23,9702,56,5,9,14,10,3,9301,7,9501,7,4.571428571,170143,0,17,0,5
64,Y,2,47,47,19,8,3,16,30,9702,72,3,10,21,10,2,8907,15,9411,10,5.523809524,161829,0,17,0,10
78,Y,0,41,26,59,6,0,1,28,9702,72,5,12,23,10,2,9206,10,9404,8,6.608695652,45356,0,27,0,8
65,Y,0,22,26,36,9,4,0,23,9702,56,6,13,8,4,5,9110,29,9512,29,18.25,146153,0,25,0,44
70,Y,0,29,15,57,12,9,0,29,9702,68,6,11,12,9,5,9103,20,9501,20,11.83333333,178498,0,23,0,15
47,Y,3,27,53,12,10,3,4,16,9702,38,6,12,10,7,3,9410,6,9502,5,4.5,148396,0,11,2,7
73,Y,23,46,19,57,6,3,2,24,9702,62,6,14,16,6,5,9105,17,9601,17,11.4375,156152,1,13,0,16
72,Y,0,32,36,38,6,6,0,25,9702,62,5,13,9,4,5,8809,20,9302,10,13.33333333,175917,1,42,0,15
50,Y,6,37,65,14,5,2,11,21,9702,50,6,11,5,1,5,9111,21,9505,21,15.2,31852,1,5,1,26
69,Y,4,41,31,44,13,3,4,14,9702,33,6,13,6,4,5,9409,8,9512,8,6.5,172863,1,16,0,9
83,Y,6,43,42,23,7,0,0,9,9702,21,4,9,2,2,10,9501,20,9506,20,15,174568,1,49,0,30
85,N,0,29,19,62,2,5,3,24,9702,66,4,9,15,7,3,8801,12,9404,10,8,104747,0,8,0,10
51,Y,1,31,22,36,5,1,1,26,9702,63,6,13,10,5,5,8909,20,9406,20,12.7,94473,1,19,0,10
51,Y,4,16,21,47,6,0,1,23,9702,61,6,13,30,14,3,9505,15,9412,11,10.06666667,145346,0,8,1,16
75,N,1,36,53,33,11,6,1,5,9702,13,4,10,1,1,15,9601,15,9601,15,15,153467,0,4,0,21
52,N,0,23,26,51,8,4,4,21,9702,54,9,22,19,11,3,9601,7,9508,6,5.105263158,157427,0,27,0,5
70,Y,17,27,32,23,7,1,1,12,9702,35,3,12,4,2,5,9310,19,9603,19,12,19621,1,51,0,21
48,Y,37,25,47,17,2,2,3,26,9702,118,6,32,18,7,25,9204,200,9010,110,89.44444444,185052,1,9,0,100
75,Y,11,52,13,63,3,3,0,22,9702,61,5,14,12,7,5,9001,16,9112,10,10.33333333,42509,1,59,0,12
45,Y,0,43,50,33,0,0,0,21,9702,56,6,16,9,3,10,9111,19,9602,19,15.55555556,95727,0,26,0,18
55,Y,19,20,45,29,7,5,7,9,9702,21,6,12,2,2,5,9506,20,9601,20,12.5,77023,1,36,0,15
66,Y,1,35,23,41,7,11,6,15,9702,34,7,13,6,4,5,9506,15,9406,8,7.5,170563,0,27,0,5
82,N,24,34,19,46,9,2,1,33,9702,90,11,29,29,7,5,9511,15,9510,15,9.310344828,159,1,59,0,12
89,N,5,43,11,27,6,5,1,16,9702,37,6,13,8,5,5,9503,12,9509,12,8.125,190837,1,48,0,11
47,Y,5,37,35,13,3,4,17,12,9702,24,5,7,8,6,4,9510,5,9409,4,4.375,140611,1,40,1,4
65,Y,2,40,25,36,3,6,2,22,9702,45,6,14,14,10,5,9601,10,9102,5,7.5,133640,1,32,0,10
94,Y,24,36,28,29,3,8,0,23,9702,62,6,13,9,4,5,9102,15,9507,15,8.666666667,14420,1,39,0,10
36,Y,0,0,0,0,0,0,0,26,9702,79,8,30,13,3,10,9208,50,9201,20,28.92307692,13551,0,3,2,10
66,N,0,32,22,48,10,2,1,29,9702,77,6,13,17,11,10,9505,30,9211,20,17.17647059,105371,0,57,0,20
82,Y,0,41,34,28,13,7,1,27,9702,58,6,12,30,18,1,9012,10,9509,3,3.6,130185,1,31,0,3
54,Y,0,35,41,32,7,7,11,20,9702,55,6,16,7,4,5,9210,25,9610,25,13.14285714,186396,0,37,0,20
69,Y,1,15,0,44,6,0,0,30,9702,64,4,10,9,7,5,8612,20,8712,15,12.22222222,37861,0,28,0,15
51,Y,1,32,43,24,7,5,6,13,9702,36,4,10,3,2,5,9310,15,9402,15,11.66666667,171302,1,20,0,15
77,Y,19,24,65,29,8,21,6,28,9702,72,3,11,18,13,3,8906,10,9412,10,4.944444444,22924,1,35,0,10
50,Y,0,9,33,31,3,1,0,11,9702,24,6,12,3,2,15,9508,15,9411,15,15,142742,0,46,0,15
56,Y,2,28,12,57,3,2,2,12,9702,56,6,29,4,1,25,9305,100,9507,100,62.5,12361,1,6,0,100
32,Y,5,25,40,23,5,13,1,15,9702,38,6,14,4,3,5,9301,20,9601,20,11.25,17378,1,20,1,15
80,N,1,34,27,28,9,2,0,29,9702,74,6,13,12,6,5,8711,21,9510,21,13.58333333,70144,1,15,0,15
52,Y,15,36,22,18,1,1,3,27,9702,67,6,13,12,7,5,8902,30,8905,25,20.41666667,66265,1,35,0,40
67,Y,8,46,25,31,3,1,0,7,9702,13,3,6,2,1,15,9603,15,9501,15,15,121410,1,8,0,15
49,N,0,6,20,42,5,2,0,21,9702,56,6,13,10,8,10,9207,17,9308,15,13.5,144021,0,31,0,15
58,N,0,3,27,0,1,3,4,19,9702,52,6,14,8,4,5,9312,14,9602,14,8.625,24420,0,36,0,12
46,Y,8,27,0,64,12,4,0,22,9702,57,6,14,7,3,10,9103,18,9208,17,15.14285714,143470,1,7,0,17
29,N,0,31,24,31,8,1,1,20,9702,51,6,13,10,7,5,9211,12,9501,11,9.3,65740,0,19,0,12
60,Y,4,28,48,13,8,21,5,31,9702,72,6,13,13,11,10,8810,20,9412,20,15.07692308,97049,1,12,0,25
76,Y,2,53,46,28,6,2,15,15,9702,35,6,13,10,7,3,9412,8,9409,6,4.9,34079,1,32,0,5
84,Y,12,51,13,61,8,3,9,28,9702,101,4,25,24,6,8,8807,30,9503,26,20.16666667,14598,1,52,0,50
55,Y,0,53,6,71,9,2,1,8,9702,18,6,14,2,1,25,9510,30,9602,30,27.5,45656,1,49,0,27
82,N,2,26,44,57,5,2,5,15,9702,38,4,10,10,6,3,9301,30,9602,30,13,116950,1,25,0,30
91,Y,2,31,28,20,3,2,1,24,9702,66,6,13,14,9,5,9205,13,9512,10,8.214285714,180383,1,21,0,11
40,Y,2,32,54,28,5,4,1,7,9702,15,5,11,1,1,25,9510,25,9510,25,25,174375,1,23,1,25
92,N,10,11,0,99,9,0,0,25,9702,102,7,31,14,3,5,8909,36,9403,35,22.28571429,7590,1,56,0,30
75,Y,0,30,13,47,17,3,0,27,9702,66,6,11,12,9,5,9004,20,9312,18,11.91666667,85204,0,62,0,20
64,Y,14,35,48,15,7,3,4,22,9702,54,6,13,8,5,3,9002,15,9506,15,10.125,101676,0,15,0,15
68,Y,0,29,24,43,12,13,3,24,9702,57,5,11,23,11,1,9010,7,9412,5,4.434782609,99066,0,62,0,5
76,Y,1,24,24,43,10,2,1,20,9702,70,5,24,10,5,10,9601,20,9312,15,14.7,6643,0,4,0,16
50,N,0,35,29,36,8,5,3,22,9702,55,6,13,7,6,3,9101,15,9601,15,8.428571429,189426,1,52,0,11
40,Y,0,40,22,13,10,7,0,22,9702,50,6,13,12,8,5,9207,11,9409,11,8.5,20721,1,59,2,10
72,Y,7,45,17,42,8,4,3,12,9702,28,6,12,3,1,10,9410,20,9505,17,15.66666667,64212,0,38,0,20
89,Y,10,45,22,43,13,0,4,25,9702,67,4,11,16,9,3,8809,15,9209,9,9.1875,1042,1,32,0,8
70,Y,4,45,36,36,9,6,1,14,9702,37,6,14,6,2,5,9310,15,9510,15,10,183275,1,35,0,10
74,Y,0,48,14,66,5,9,3,9,9702,20,5,11,2,1,10,9506,20,9512,20,15,116267,0,7,0,20
32,Y,0,41,49,25,10,2,9,7,9702,12,3,7,1,1,15,9504,15,9504,15,15,151600,0,9,0,21
46,Y,1,28,53,0,6,7,21,11,9702,29,6,14,6,3,2,9511,11,9507,10,6.666666667,120366,0,13,2,9
30,Y,0,23,40,47,5,1,1,9,9702,21,6,12,2,2,5,9507,20,9510,20,12.5,162867,0,8,0,11
85,N,2,32,35,41,3,2,1,24,9702,63,6,11,7,4,5,8909,20,9104,15,14.28571429,119843,1,59,0,20
85,N,0,32,23,37,3,2,4,28,9702,82,8,29,17,4,2,8904,10,9509,6,5.411764706,12226,0,31,0,8
76,Y,0,56,23,55,14,0,11,18,9702,50,5,12,7,2,5,9106,16,9512,16,11.14285714,155240,0,49,0,15
34,Y,0,32,67,0,3,2,0,14,9702,33,6,13,6,4,3,9402,13,9506,13,9,179235,0,5,1,12
45,N,0,18,51,17,6,0,3,24,9702,58,6,13,26,13,3,9207,10,9402,9,7.5,135016,1,50,0,14
50,Y,2,45,20,38,11,2,9,17,9702,40,6,12,10,5,10,9507,20,9403,10,13,125501,0,31,0,14
39,Y,4,40,32,23,9,4,2,31,9702,77,6,14,15,9,3,8705,18,9602,18,11.06666667,124543,1,16,2,18
